20180110;209065527;swimming;1624
20171221;209066550;swimming;1129
20180108;209067186;running;20.7
20180119;209066619;running;11.1
20171220;209064077;running;7.3
20180107;209066567;riding;38.7
20180110;209065931;running;3.0
20171206;209066567;swimming;109
20171204;209067052;running;20.8
20180115;209066538;swimming;2317
20171212;209064436;swimming;682
20180120;209064892;running;25.2
20171217;209067957;running;13.1
20171227;209067113;running;2.5
20171219;209066550;swimming;2417
20171216;209064145;swimming;2455
20180107;209064920;running;11.0
20171222;209064261;running;4.3
20180107;209067057;running;27.3
20171214;209065859;running;20.6
20171221;209065309;running;14.0
20171223;209066369;running;27.0
20180104;209066321;running;9.0
20180110;209067391;running;24.2
20171223;209064759;riding;76.1
20171210;209064861;swimming;907
20171214;209066720;running;6.6
20180121;209065421;running;5.5
20171230;209066941;riding;82.9
20180104;209067309;swimming;240
20180105;209064436;running;16.3
20171206;209065894;riding;29.7
20180120;209067238;running;9.3
20171217;209066321;running;13.7
20171230;209064805;swimming;2127
20180104;209066062;swimming;1679
20171216;209064254;swimming;525
20171214;209067957;running;14.7
20180109;209065126;running;21.3
20171214;209066789;running;14.5
20180103;209065999;running;5.9
20180109;209067382;running;18.5
20180113;209064892;running;13.7
20171215;209064023;swimming;828
20171231;209065706;running;23.0
20171209;209064939;riding;148.1
20171211;209064582;swimming;1987
20180122;209065971;swimming;950
20180105;209064861;running;10.8
20171226;209066163;running;5.7
20171206;209066163;running;11.0
20171210;209064261;running;14.7
20171215;209065876;running;13.9
20171208;209067874;running;19.2
20180120;209066933;running;8.9
20180113;209066196;running;18.9
20180121;209066110;riding;124.1
20180113;209066789;running;20.6
20171208;209067026;running;22.0
20180103;209064854;running;17.4
20180121;209066621;running;12.3
20180119;209065133;swimming;1549
20171220;209064261;running;20.1
20171225;209067805;riding;153.5
20180117;209066550;riding;99.8
20171231;209067113;running;5.7
20171222;209065859;swimming;788
20171204;209066419;swimming;569
20180115;209066112;swimming;860
20171224;209066321;running;20.9
20180101;209065894;swimming;818
20171228;209065734;swimming;388
20180122;209064808;riding;134.8
20180103;209067274;swimming;688
20180101;20906825;running;25.7
20180107;209066369;running;3.6
20180105;209064159;swimming;2179
20180104;209066419;running;21.9
20171213;209067052;running;14.3
20180105;209064145;running;4.1
20180104;209067256;running;3.1
20180101;209065126;running;8.8
20180109;209066729;running;2.7
20171226;209067256;riding;149.6
20171220;209066419;running;26.4
20180110;209065971;running;20.8
20180112;209064145;running;18.1
20171223;209066196;running;20.3
20180113;209066369;riding;78.2
20171212;209065876;swimming;835
20171209;209066621;swimming;1083
20171231;209067113;running;14.1
20180112;209064265;riding;44.9
20180101;209067256;running;20.0
20171216;209067205;running;21.6
20171205;209065971;swimming;2284
20180118;209065344;swimming;961
20171216;209064434;swimming;2007
20171209;209066196;running;8.2
20180115;209066369;swimming;831
20171316;209065133;running;6.4
2017129;209065859;riding;25.1
20171225;209065999;swimming;2540
20180104;209065894;swimming;1184
20180101;209064861;riding;26.6
20180114;209066461;running;2.9
20171219;209066369;running;19.4
20180111;209064920;running;3.7
20171223;209064254;running;10.5
20180114;209064964;running;7.1
20171224;209065999;swimming;NaN
20171230;209065876;riding;26.5
20180121;209064561;swimming;1387
20171231;209067311;running;24.7
20180106;209067307;running;15.3
20180116;209064582;running;22.0
20180122;209064854;running;16.3
20180122;209064254;swimming;2106
20171204;209065752;riding;157.2
20171207;209067957;riding;73.0
20171220;209067435;running;26.9
20171225;209065126;running;8.0
20171229;209065268;swimming;980
20171218;209065706;swimming;1530
20180118;209064023;running;2.8
20180109;209066789;swimming;953
20180116;209064939;running;6.2
20171207;209064964;swimming;1749
20171210;209064434;swimming;1022
20180110;209067957;running;11.8
20180105;209064892;swimming;1059
20171221;209067274;riding;36.4
20171217;209066789;riding;115.3
20180109;209066369;running;22.5
20171208;209065971;riding;138.6
20171221;209067805;swimming;612
20180121;209064254;swimming;1910
20171220;209066461;running;15.6
20171206;209066062;swimming;1200
20171222;209064436;running;13.3
20171219;209066789;running;12.3
20171229;209064582;riding;159.2
20171213;209065752;riding;109.5
20180111;209066163;swimming;59
20180101;209067843;swimming;1162
20171213;209066538;running;22.9
20171222;209064793;running;15.7
20180111;209067186;running;3.1
20180122;209066877;running;11.5
20171206;209064434;swimming;1541
20180101;209064759;running;15.8
20180119;209064805;swimming;1437
20171224;209065133;swimming;431
20171213;209066633;running;21.3
20180118;209066440;swimming;877
20180120;209064023;running;8.3
20180120;209065631;running;19.0
20171212;209064265;swimming;1099
20180106;209064265;swimming;793
20180109;209067186;swimming;903
20171224;209066163;running;25.5
20171209;209066528;riding;58.9
20180110;209067113;swimming;110
20180106;209064425;running;5.0
20171213;209066933;swimming;963
20180115;209066112;riding;46.8
20180120;209067589;swimming;1753
20180121;209066941;running;16.0
20171208;209064265;swimming;1653
20171216;209065706;running;20.7
20171206;209065734;running;20.7
20180104;209067057;running;19.0
20171225;209067843;riding;62.6
20180111;209066979;running;15.4
20171214;209067874;swimming;1917
20180110;209064582;running;12.4
20171208;209067666;swimming;334
20180112;209064023;riding;103.2
20180105;209066720;swimming;279
20180109;209067391;running;4.5
20180106;209065053;swimming;2315
20180102;209065894;running;3.6
20180108;209065706;running;8.6
20180112;209065663;swimming;740
20180119;209066850;swimming;1632
20180116;209066633;swimming;2167
20180110;209067825;swimming;2047
20171205;209066369;running;9.5
20180118;209064793;running;9.9
20180112;209067805;swimming;2010
20180121;209064808;running;24.6
20180106;209065309;running;10.2
20171209;209066369;swimming;426
20180110;209066550;running;15.2
20171205;209065663;riding;151.1
20171227;209065631;running;10.0
20180121;209065931;swimming;2312
20180112;209066729;swimming;446
20171210;209066729;running;22.8
20171205;209065126;running;19.3
20180121;209064425;running;15.5
20171216;209064759;swimming;1760
20180103;209067311;running;13.1
20171208;209067805;running;4.0
20171219;209067307;riding;42.4
20180110;209066979;running;13.7
20180106;209066461;swimming;1926
20171231;209067309;swimming;1823
20180114;209067256;riding;160.9
20180102;209064861;running;12.2
20180109;209066110;swimming;156
20180120;209065752;swimming;1548
20180119;209065268;running;15.9
20171210;209064854;swimming;461
20171230;209064808;running;22.4
20180115;209064378;running;18.7
20180120;209066295;swimming;70
20171219;209067382;running;13.6
20171207;209066567;running;7.9
20180111;209066619;riding;69.6
20171220;209064793;swimming;1019
20171213;209065527;running;25.6
20180120;209067052;running;26.7
20171228;209067435;running;26.1
20171228;209064159;swimming;2217
20180104;209067374;running;24.3
20171204;209066371;running;4.6
20171210;209064964;running;23.8
20180122;209066979;swimming;941
20180112;209065876;swimming;1856
20171218;209066371;running;16.0
20171231;209066295;riding;20.2
20180105;209064413;swimming;1944
20171207;209064217;running;11.7
20171211;209064805;running;13.8
20171216;209064358;riding;56.1
20171207;209066550;swimming;98
20180116;209065931;running;18.7
20171205;209064939;running;17.6
20171224;209065853;running;16.3
20180107;209067256;running;14.5
20171216;209067589;running;22.8
20171207;209064861;running;10.1
20180111;209065663;running;22.7
20171211;209065859;running;12.1
20171212;209067666;swimming;1582
20171229;209066729;swimming;221
20171210;209064434;riding;68.6
20180109;209066720;swimming;2516
20171206;209066163;swimming;2204
20171226;209065706;running;19.4
20180108;209064920;riding;29.3
20171223;209065309;swimming;1691
20171207;209067238;riding;151.7
20180103;209064265;running;6.3
20171213;209067391;riding;118.1
20171211;209064704;riding;161.0
20180121;209066112;riding;101.2
20180122;209064378;riding;142.3
20171227;209065931;running;4.3
20171208;209067307;running;22.8
20171215;209064704;running;18.8
20180108;209064861;running;17.5
20180102;209066789;running;3.4
20171227;209067026;riding;31.7
20180121;209067186;running;9.8
20171214;209065859;swimming;210
20171212;209064378;riding;129.5
20171214;209066550;running;22.6
20171223;209067052;running;6.1
20171207;209066461;running;15.6
20171211;209064939;running;6.1
20171214;209064892;running;5.9
20171221;209064939;running;6.7
20180104;209067374;swimming;896
20171207;209067435;running;6.2
20171213;209067026;running;4.7
20171207;209064077;swimming;2312
20180121;209067052;running;20.5
20180114;209066850;running;13.7
20171226;209066371;running;14.6
20180115;209067052;riding;49.3
20171205;209066295;running;6.3
20180120;209065752;swimming;396
20171229;209066196;swimming;165
20180105;209064808;swimming;462
20180112;209066567;riding;149.2
20180106;209064582;running;7.0
20171225;209064854;running;15.9
20171230;209067391;swimming;1440
20171212;209067113;running;16.4
20171207;209066451;swimming;2020
20180101;209067311;running;4.1
20180115;209067026;swimming;1659
20171209;209067274;running;15.4
20180105;209067026;running;23.0
20180106;209066528;swimming;1554
20171214;209065133;riding;128.0
20171219;209064436;running;15.9
20180113;209064920;running;23.0
20180111;209066295;swimming;1157
20180119;209067274;riding;152.1
20180117;209067309;running;15.6
20180115;209066850;running;26.7
20171226;209066461;running;14.3
20180110;209067666;riding;126.3
20171228;209066567;running;25.2
20180110;209064436;running;10.4
20171220;209064261;riding;80.8
20171224;209064254;running;23.9
20171220;209067256;running;4.2
20180121;209066789;running;20.9
20171229;209065931;running;4.7
20171224;209066110;swimming;1174
20171225;209067057;running;6.7
20180116;209064808;swimming;698
20180103;209066112;swimming;2394
20171213;209067052;riding;50.1
20171205;209067307;swimming;250
20171208;209064582;running;15.2
20171210;209064159;riding;47.8
20171218;209066440;swimming;1384
20171218;209066369;swimming;650
20180114;209065268;swimming;1105
20171213;209064808;running;9.9
20171217;209064582;swimming;1359
20180112;209065133;riding;111.1
20171219;209064378;running;9.0
20180103;209064145;running;18.4
20171230;209065307;riding;84.2
20180118;209064077;running;8.9
20171226;209066979;riding;73.4
20171205;209066789;riding;95.7
20180114;209065133;swimming;662
20180110;209066729;swimming;2030
20171207;209067307;riding;38.6
20180122;209067309;running;8.3
20171219;209067274;running;15.6
20180120;209064425;swimming;259
20171217;209065999;swimming;573
20171216;209067057;running;10.8
20171219;209066621;riding;67.8
20180121;209067589;running;20.4
20180106;209066789;swimming;283
20171215;209064358;running;12.8
20171222;209066369;running;25.5
20180113;209065631;running;23.6
20171225;209066933;swimming;597
20171209;209065527;running;22.1
20171230;209065876;running;8.7
20180105;209066567;running;11.6
20180103;209064265;running;26.1
20180104;209064582;swimming;1613
20180104;209065268;riding;128.8
20171205;209067057;riding;83.2
20171224;209065053;swimming;1888
20171204;209065268;running;14.7
20171227;209067874;running;16.7
20180102;209066369;running;18.4
20171227;209067589;running;22.2
20180102;209065307;running;23.0
20171231;209064854;swimming;580
20180101;209066789;running;5.9
20171221;209066369;swimming;812
20180115;209065268;riding;141.5
20180104;209065931;riding;73.8
20171215;209066528;running;3.4
20171225;209065752;swimming;149
20180117;209064077;swimming;885
20171204;209065752;running;15.8
20180106;209065133;riding;135.0
20171210;209066538;running;9.3
20180117;209064805;running;9.2
20171205;209065631;running;7.4
20171219;209064861;swimming;631
20180114;209066451;running;14.4
20180118;209064704;swimming;1018
20171211;209064294;running;9.5
20180112;209065971;riding;160.1
20180107;209067274;running;24.4
20180103;209064854;running;27.0
20171224;209064254;swimming;902
20180104;209066295;riding;53.1
20171228;209065971;swimming;1025
20180107;209066621;riding;79.2
20171210;209067391;swimming;2143
20180107;209065894;running;4.9
20180104;209065859;swimming;1563
20171228;209067052;swimming;2356
20171223;209066941;swimming;2093
20171231;209067274;running;19.4
20171205;209065876;running;27.0
20180120;209064294;running;20.8
20171220;209066451;running;22.3
20180106;209064582;riding;105.6
20171208;209065752;swimming;862
20171216;209067309;running;6.5
20180108;209066419;swimming;2502
20171204;209065931;swimming;137
20171207;209064023;swimming;241
20180107;209064265;swimming;1045
20180105;209065894;riding;110.5
20171223;209064436;riding;136.3
20171210;209066461;running;3.4
20180110;209066979;running;21.4
20171221;209067374;swimming;2322
20180101;209066979;running;9.7
20171224;209065344;riding;62.6
20180114;209064920;running;6.9
20171221;209066110;running;24.2
20171222;209066850;swimming;2007
20171216;209066112;swimming;1617
20171210;209067256;running;12.5
20180122;209067435;swimming;589
20180105;209066371;running;22.0
20180112;209064413;running;8.4
20180103;209066933;running;22.7
20180109;209064217;running;22.4
20171213;209066933;running;5.7
20171208;209064145;running;5.7
20171228;209064436;swimming;196
20171210;209064265;running;6.1
20171226;209066461;swimming;1740
20171214;209066371;riding;101.6
20180120;209067274;running;22.7
20180113;209067256;swimming;1122
20180102;209065268;swimming;467
20180119;209065053;riding;47.8
20180109;209067205;swimming;140
20171226;209067957;running;13.8
20180119;209064217;running;20.0
20171212;209067805;swimming;601
20171224;209067274;riding;161.9
20171222;209067957;swimming;1675
20180121;209064964;running;4.8
20171213;209064964;running;14.7
20171222;209066619;swimming;1058
20171212;209066528;swimming;278
20180121;209065876;running;7.1
20180120;209064378;swimming;1851
20171215;209066321;running;8.2
20171209;209066451;running;7.6
20180119;209067382;running;14.6
20180115;209065421;swimming;1666
20171204;209064920;running;24.1
20171226;209064939;swimming;744
20171204;209065752;riding;48.3
20180117;209066633;running;9.0
20171207;209066933;swimming;1014
20171226;209064378;running;22.7
20171211;209066567;running;27.1
20171223;209066451;running;13.3
20180121;209067238;riding;154.9
20180106;209067825;running;16.2
20171212;209064254;running;5.5
20171205;209065859;running;25.0
20180110;209066062;swimming;1794
20171214;209066538;swimming;2051
20171231;209067026;running;8.9
20171230;209066538;running;10.6
20180116;209067825;swimming;1386
20171206;209067238;running;6.3
20171206;209066461;running;26.5
20171217;209065734;running;25.6
20171223;209064436;swimming;1689
20180115;209066789;swimming;2344
20171227;209064759;running;25.8
20171222;209067113;swimming;2458
20180112;209067186;swimming;993
20180117;209066619;running;10.1
20171230;209067307;running;18.3
20171214;209067391;running;7.4
20171214;209066419;running;6.2
20180104;209066979;riding;60.7
20171214;209065734;riding;36.7
20180105;209066419;riding;106.5
20180112;209067274;swimming;1554
20171215;209067186;running;4.0
20180102;209066369;swimming;1248
20180112;209065752;running;23.1
20171212;209064964;swimming;2073
20180107;209064358;swimming;1183
20180109;209066371;swimming;1843
20180118;209066528;running;6.3
20171217;209066163;running;19.5
20171213;209065734;running;24.4
20171207;209064561;riding;106.2
20180116;209066877;running;10.2
20171220;209066440;running;9.9
20180104;209066295;swimming;1229
20180101;209067874;riding;50.0
20171217;209066621;running;14.8
20180107;209065527;swimming;196
20180110;209066451;running;17.5
20171221;209067026;swimming;1267
20180118;209067052;swimming;2146
20171224;209064704;running;17.9
20171205;209064861;riding;28.3
20171205;209064145;running;16.0
20180114;209065876;running;5.4
20171210;209064425;running;17.5
20180117;209067307;running;11.6
20171211;209066789;swimming;1138
20171218;209066877;swimming;2111
20180108;209065853;running;20.8
20180107;209065309;riding;15.9
20171223;209066621;running;23.3
20180112;209067274;running;25.6
20171217;209067274;running;22.4
20180107;209064378;swimming;167
20180117;209065859;swimming;1896
20180102;209066633;riding;75.1
20171217;209067382;riding;153.0
20180110;209066112;running;25.7
20180110;209066295;running;13.2
20171208;209064920;running;3.2
20180118;209067256;swimming;2228
20180104;209067274;swimming;1826
20180113;209065931;riding;159.3
20180118;209067374;running;8.7
20180103;209064434;running;19.7
20171222;209066633;running;24.9
20171231;209067825;swimming;1857
20180107;209067057;running;16.0
20171218;209064920;running;16.8
20171216;209066440;running;14.5
20171206;209064217;swimming;585
20171206;209066979;swimming;1264
20171230;209064217;running;6.9
20171230;209064582;swimming;1275
20180108;209067957;running;16.8
20180121;209064294;running;27.1
20180113;209064023;swimming;881
20180119;209067113;running;12.4
20171225;209066196;running;18.0
20171223;209064939;swimming;1416
20171229;209064964;riding;46.4
20171208;209067238;swimming;1466
20180112;209067238;running;7.3
20180102;209066461;riding;80.0
20171212;209065307;swimming;553
20180113;209066877;running;14.6
20171213;209064434;running;4.1
20171226;209067052;running;8.6
20180111;209067391;running;23.9
20171217;209067874;running;17.5
20171207;209066440;swimming;345
20171219;209065268;running;17.9
20180102;209066321;swimming;969
20171230;209064077;running;13.3
20180110;209064159;swimming;586
20180106;209064805;swimming;840
20171216;209065663;swimming;2076
